"age_bracket","value"
"35-44 yr",30.1162891957583
"25-34 yr",40.0911996659788
"35-44 yr",31.4881849566185
"45+ yr",17.9846791285088
"25-34 yr",43.5703543368542
"25-34 yr",31.5683708330661
"35-44 yr",19.1244929090455
"35-44 yr",34.590929177846
"18-24 yr",21.0190062587728
"35-44 yr",33.90875608542
"25-34 yr",27.5944848454519
"45+ yr",19.3281178589301
"35-44 yr",15.7109977680038
"35-44 yr",11.8806371431251
"35-44 yr",20.450968386769
"45+ yr",30.2619131877077
"18-24 yr",27.8049771194542
"25-34 yr",44.5312802260824
"35-44 yr",26.0769204363665
"25-34 yr",39.0576089349008
"25-34 yr",33.8885006876423
"12-17 yr",33.0706427364067
"25-34 yr",47.5871047793643
"25-34 yr",34.4752244083591
"45+ yr",17.0791546297192
"25-34 yr",38.9191988508364
"25-34 yr",33.559125768335
"25-34 yr",44.9374308570139
"25-34 yr",42.8576357262972
"25-34 yr",36.0387885269796
"35-44 yr",29.1666753738292
"18-24 yr",17.8709939675232
"45+ yr",20.9572646689231
"25-34 yr",45.914435919256
"25-34 yr",41.5967300548293
"12-17 yr",28.4263060602274
"35-44 yr",38.373644122159
"25-34 yr",38.7177113659951
"45+ yr",15.7994250796178
"25-34 yr",40.4633081348317
"18-24 yr",22.5501995433975
"18-24 yr",28.7730231258445
"25-34 yr",45.4238375133652
"25-34 yr",37.6646828652486
"35-44 yr",24.0404325474863
"18-24 yr",24.0780376677067
"18-24 yr",25.1332884290865
"35-44 yr",29.2568451887571
"12-17 yr",20.5978692604687
"25-34 yr",41.416239374821
"35-44 yr",24.2573576158336
"18-24 yr",34.0333504310988
"25-34 yr",34.0976475437647
"25-34 yr",35.9402321724843
"35-44 yr",27.4605354493579
"12-17 yr",15.970056959004
"25-34 yr",39.7699337174416
"25-34 yr",38.1636868923035
"18-24 yr",34.087959555342
"35-44 yr",33.4576451464856
"25-34 yr",37.1371516429942
"45+ yr",34.1730297268232
"25-34 yr",40.1681767326922
"25-34 yr",38.0303111544027
"18-24 yr",30.349927134551
"25-34 yr",36.8671070263882
"45+ yr",27.4749613946123
"35-44 yr",37.7612339207409
"12-17 yr",16.5231915987158
"35-44 yr",34.0395003667282
"45+ yr",14.2027622380248
"25-34 yr",44.289388006122
"12-17 yr",25.5837505260521
"12-17 yr",13.8128784600239
"25-34 yr",35.310701038977
"25-34 yr",37.6534638463136
"18-24 yr",24.0061377423963
"25-34 yr",35.2078711952819
"25-34 yr",35.1417058508358
"35-44 yr",24.0725141919674
"12-17 yr",20.1695780464586
"45+ yr",17.3240690871264
"45+ yr",24.2894870180404
"18-24 yr",31.6592521519502
"18-24 yr",23.5396389250431
"18-24 yr",31.0381085890194
"35-44 yr",34.2213150291801
"12-17 yr",22.369056336255
"18-24 yr",24.8712650435045
"18-24 yr",25.8848636981678
"18-24 yr",24.8741711279305
"25-34 yr",40.2177659929006
"25-34 yr",42.245706558466
"25-34 yr",42.8676249019387
"25-34 yr",45.0502134788895
"18-24 yr",21.6982368982176
"25-34 yr",33.2682357743519
"25-34 yr",42.5601699379225
"25-34 yr",42.1847106670013
"45+ yr",27.5115634394799
"45+ yr",19.8811396387034
"25-34 yr",38.9245436724927
"25-34 yr",41.2975533929858
"35-44 yr",40.0738461437507
"12-17 yr",22.6582026051072
"18-24 yr",26.1860395113232
"45+ yr",22.2547874266918
"25-34 yr",36.9996244473417
"45+ yr",17.0242606735782
"18-24 yr",19.8403033322197
"45+ yr",17.6631886630187
"35-44 yr",27.6188724890347
"35-44 yr",35.6235595409422
"25-34 yr",33.8317817718755
"25-34 yr",37.6300322668682
"35-44 yr",25.9961366421931
"18-24 yr",32.6592534800869
"35-44 yr",25.2085118289647
"45+ yr",13.4428668556597
"18-24 yr",16.9675455378655
"12-17 yr",24.4920480412188
"25-34 yr",30.7924958256226
"12-17 yr",20.7588649860646
"35-44 yr",30.5990560736281
"18-24 yr",18.1956249459651
"35-44 yr",31.0209409426052
"25-34 yr",38.8507555120646
"18-24 yr",29.7210911651988
"35-44 yr",22.1498568251558
"25-34 yr",38.5228836967001
"25-34 yr",42.3520666927313
"18-24 yr",29.7695651346511
"25-34 yr",37.3096282017689
"25-34 yr",41.0526301126089
"25-34 yr",33.9421111723613
"25-34 yr",44.057975407989
"12-17 yr",26.4752678905174
"18-24 yr",28.242240939168
"18-24 yr",30.4200019668115
"35-44 yr",22.7885242752069
"45+ yr",18.928603500519
"25-34 yr",47.3260297704972
"35-44 yr",29.7679162376237
"35-44 yr",38.9031986121261
"18-24 yr",18.7059816648888
"18-24 yr",20.4904017975262
"12-17 yr",20.2447419813009
"25-34 yr",45.4087161347758
"12-17 yr",21.4437506840416
"25-34 yr",41.0564161701073
"18-24 yr",24.5273771637552
"35-44 yr",21.0463023407322
"25-34 yr",31.2406778651945
"18-24 yr",28.2053549905447
"18-24 yr",28.2027405727362
"25-34 yr",36.2710630251115
"45+ yr",7.81673156719004
"25-34 yr",44.0018902864721
"18-24 yr",21.7266372041784
"35-44 yr",32.1617483733461
"18-24 yr",28.8246408559747
"18-24 yr",28.6677591057113
"35-44 yr",16.0883421930437
"25-34 yr",51.9798754692221
"35-44 yr",27.2470160946822
"25-34 yr",42.96144791063
"18-24 yr",22.5833030812427
"18-24 yr",24.6923569201916
"35-44 yr",29.2423002238662
"25-34 yr",43.8083361780788
"18-24 yr",26.3379960012778
"25-34 yr",39.7799581710671
"18-24 yr",22.7292763875728
"18-24 yr",22.0449656251892
"18-24 yr",19.6244534974145
"12-17 yr",22.0604690320452
"25-34 yr",42.9157217754902
"35-44 yr",25.8083282681627
"25-34 yr",40.7654221790025
"25-34 yr",43.1664144368503
"25-34 yr",35.2838408527243
"25-34 yr",39.5087836010056
"25-34 yr",40.4179661906476
"25-34 yr",36.569665281395
"18-24 yr",24.1172742409481
"12-17 yr",32.8208437234686
"35-44 yr",31.6916989644687
"25-34 yr",41.1241109292367
"18-24 yr",24.7586196740638
"25-34 yr",36.3959090332014
"35-44 yr",34.7679772842343
"25-34 yr",43.8918137031973
"18-24 yr",33.6900844121404
"35-44 yr",35.4371726302341
"25-34 yr",36.6995445597043
"45+ yr",22.8218072307176
"12-17 yr",20.2691487303089
"12-17 yr",22.9009354335565
"35-44 yr",25.7059408627439
"45+ yr",14.8504382077254
"12-17 yr",19.4357868156032
"25-34 yr",31.4821557577286
"25-34 yr",42.3963171089128
"35-44 yr",23.6603686465112
"35-44 yr",29.3479497429864
"25-34 yr",40.0136025126455
"12-17 yr",21.4574679902717
"35-44 yr",32.2932622678267
"25-34 yr",30.8251111547325
"18-24 yr",22.4097452524829
"12-17 yr",21.0365582405024
"18-24 yr",22.3174310563743
"35-44 yr",28.383780035291
"18-24 yr",31.2271704359502
"18-24 yr",32.4921882521374
"45+ yr",21.5970410375811
"35-44 yr",34.5058361267738
"18-24 yr",28.8291434666278
"25-34 yr",41.9379474760237
"12-17 yr",17.2668869585191
"35-44 yr",27.1837474251106
"35-44 yr",31.3927401832111
"35-44 yr",31.5474680369702
"12-17 yr",30.0091135766013
"25-34 yr",33.9171123495553
"35-44 yr",31.2569400757309
"18-24 yr",21.5230084198314
"25-34 yr",39.6863777024369
"18-24 yr",27.6603465985977
"25-34 yr",38.1684467507285
"18-24 yr",32.232194952512
"18-24 yr",26.6818583342999
"18-24 yr",26.6398064608659
"25-34 yr",37.177539707879
"25-34 yr",45.4968248183608
"18-24 yr",24.9041927341036
"35-44 yr",33.1026186998764
"35-44 yr",26.0669275485722
"45+ yr",15.3277797255197
"25-34 yr",33.6333533674443
"35-44 yr",31.0850749034176
"25-34 yr",47.053709633402
"35-44 yr",29.7452770273063
"25-34 yr",36.1536599271146
"25-34 yr",40.9921944310072
"35-44 yr",44.0824617247586
"25-34 yr",40.1578595180825
"35-44 yr",34.0598365391461
"12-17 yr",25.8688148578656
"25-34 yr",36.0566595470383
"25-34 yr",41.186441406059
"18-24 yr",14.6742470926146
"45+ yr",16.3337330448536
"25-34 yr",37.0583532468087
"25-34 yr",36.82659290855
"12-17 yr",25.2998089659372
"25-34 yr",39.9090675520638
"25-34 yr",48.1709575793276
"35-44 yr",29.4080671589945
"35-44 yr",33.7739988343233
"25-34 yr",43.6378456056847
"25-34 yr",44.5093306708204
"18-24 yr",16.6518484167533
"35-44 yr",32.2388990277454
"25-34 yr",46.2901466987803
"18-24 yr",27.8960161659645
"18-24 yr",15.8615595465307
"45+ yr",23.0551936026313
"25-34 yr",38.9836364922581
"25-34 yr",36.7124062461059
"18-24 yr",28.4174276043363
"12-17 yr",18.6549734550223
"35-44 yr",26.1872586683342
"45+ yr",25.0468183972117
"18-24 yr",30.9437978467074
"18-24 yr",19.0883377040054
"45+ yr",11.5791688657603
"18-24 yr",26.0657450634342
"45+ yr",17.1184908154535
"25-34 yr",30.823488213521
"35-44 yr",38.6390602992482
"12-17 yr",27.2063548464986
"12-17 yr",23.01075860959
"18-24 yr",32.694655728415
"18-24 yr",24.1215730348225
"25-34 yr",45.5518117450654
"35-44 yr",33.7144552244381
"45+ yr",17.0628720520528
"12-17 yr",22.0027360287578
"25-34 yr",33.9399147774078
"18-24 yr",34.1234306005453
"25-34 yr",34.7531963190881
"25-34 yr",39.109913139375
"12-17 yr",15.9332312205816
"25-34 yr",45.4613684047515
"12-17 yr",23.2250621893013
"35-44 yr",26.6926481587253
"35-44 yr",21.7800618261508
"25-34 yr",32.2983209683347
"25-34 yr",33.483059393713
"12-17 yr",24.5997171175283
"25-34 yr",35.3571900835444
"25-34 yr",31.8117494854387
"25-34 yr",51.6377309726872
"18-24 yr",25.8003237180795
"25-34 yr",39.2568829790557
"45+ yr",15.1950478639692
"18-24 yr",26.3725627123519
"25-34 yr",41.839443553588
"45+ yr",22.9185594263803
"12-17 yr",25.7105855770636
"45+ yr",17.5712560765633
"45+ yr",17.1060927664454
"25-34 yr",28.0135030888837
"25-34 yr",42.2346138830006
"45+ yr",22.5658047768934
"25-34 yr",46.8706316196945
"18-24 yr",35.2018151839345
"18-24 yr",20.4798850183281
"25-34 yr",40.6779450003741
"12-17 yr",26.062124548259
"25-34 yr",33.0963398421624
"25-34 yr",42.0349879566721
"25-34 yr",38.8338761155075
"25-34 yr",39.1827322198162
"45+ yr",19.0566959509161
"35-44 yr",24.6874632917389
"35-44 yr",33.3079598524705
"25-34 yr",45.7701811455173
"25-34 yr",48.0694836301558
"18-24 yr",30.7688402110284
"18-24 yr",22.5169078761811
"25-34 yr",36.9074246135665
"25-34 yr",45.3840825913373
"18-24 yr",25.9449202394323
"35-44 yr",34.1127802475963
"25-34 yr",49.5414080244081
"18-24 yr",17.5168643974548
"35-44 yr",36.5577189602126
"45+ yr",21.7849791955689
"35-44 yr",32.0179298707317
"25-34 yr",39.6985944997595
"25-34 yr",44.2539033680418
"25-34 yr",39.2893064390651
"18-24 yr",27.2033378656291
"12-17 yr",27.1963300172261
"25-34 yr",39.0988551094243
"18-24 yr",32.415510954402
"35-44 yr",29.4586545412659
"25-34 yr",46.6631028878852
"45+ yr",26.8136817258048
"35-44 yr",28.5195300658092
"45+ yr",12.2105844039264
"18-24 yr",18.710803163714
"18-24 yr",32.4030360932622
"18-24 yr",26.7874601786255
"25-34 yr",42.1524300895182
"25-34 yr",35.8498816702677
"25-34 yr",31.6409256370523
"35-44 yr",28.7602627350831
"35-44 yr",20.6269725032386
"35-44 yr",29.8675193872037
"25-34 yr",44.9529845746688
"25-34 yr",38.6308815173619
"25-34 yr",35.3914101595944
"45+ yr",18.6259317272502
"35-44 yr",35.6785304403258
"35-44 yr",24.880890983397
"35-44 yr",32.7381125313008
"35-44 yr",32.9545695708096
"35-44 yr",28.2949778789851
"12-17 yr",22.2271911116522
"25-34 yr",32.1994638949245
"18-24 yr",33.0184599301288
"45+ yr",26.0972372160626
"25-34 yr",32.1943129692885
"18-24 yr",18.8493746483803
"25-34 yr",39.0280532695588
"12-17 yr",17.3896578158959
"35-44 yr",41.245884513667
"35-44 yr",28.7798898347167
"18-24 yr",16.7035109374216
"25-34 yr",39.2900114902212
"18-24 yr",19.7031722798745
"45+ yr",21.9660018105235
"25-34 yr",33.4219105585958
"18-24 yr",30.895597833375
"18-24 yr",31.036426136794
"18-24 yr",31.2170926398152
"18-24 yr",27.7749871852414
"35-44 yr",31.9177578212341
"25-34 yr",46.03717188743
"35-44 yr",24.9386642913006
"18-24 yr",23.8522608566294
"25-34 yr",36.2211758554859
"12-17 yr",28.8759167333147
"18-24 yr",30.2923010887628
"45+ yr",16.261061220804
"35-44 yr",28.1393368128023
"18-24 yr",17.9105871477773
"25-34 yr",41.0845631037618
"25-34 yr",43.2469706695836
"25-34 yr",43.2519572246043
"45+ yr",19.8253400463462
"25-34 yr",38.167258186374
"45+ yr",9.71424679193026
"18-24 yr",20.7431189897109
"25-34 yr",47.9336628447202
"35-44 yr",22.122734523583
"25-34 yr",44.971793587533
"25-34 yr",44.3847994349523
"45+ yr",24.1896081414618
"18-24 yr",24.7287521536596
"35-44 yr",31.0971733023603
"12-17 yr",26.3425028153176
"25-34 yr",34.5750191011423
"25-34 yr",34.3572708501283
"18-24 yr",32.310897177394
"35-44 yr",22.7788434630687
"25-34 yr",44.0319002909999
"25-34 yr",38.1820604097649
"25-34 yr",46.0765126072753
"25-34 yr",39.5240573416593
"35-44 yr",30.489929937241
"25-34 yr",42.7097817519842
"35-44 yr",25.9902985455628
"18-24 yr",23.5644261880571
"25-34 yr",39.1754173212127
"12-17 yr",14.0151627479526
"25-34 yr",42.7560039585158
"25-34 yr",36.068724880321
"18-24 yr",24.9635279052283
"25-34 yr",36.308934267848
"35-44 yr",42.9344424070898
"35-44 yr",34.7859570828903
"18-24 yr",25.1034742921541
"18-24 yr",20.1670651862671
"12-17 yr",27.761535513558
"25-34 yr",41.0542361629894
"25-34 yr",32.5514923458374
"35-44 yr",31.6475435977419
"18-24 yr",19.9850749533225
"25-34 yr",45.2628663757181
"12-17 yr",30.9434113278895
"35-44 yr",22.4005700400163
"25-34 yr",31.7281591405887
"25-34 yr",41.5332457064411
"18-24 yr",21.2676867266951
"12-17 yr",21.5740110611418
"18-24 yr",24.4129613186479
"18-24 yr",17.0527233186691
"18-24 yr",22.8009609942045
"45+ yr",11.9773882583552
"45+ yr",21.0188138641794
"18-24 yr",28.4787947859477
"25-34 yr",42.654936195056
"35-44 yr",37.8187509959844
"35-44 yr",32.4700526656286
"25-34 yr",42.4966858419198
"25-34 yr",36.7874686245881
"25-34 yr",37.4078901997849
"25-34 yr",44.9775016671491
"25-34 yr",38.876439141689
"35-44 yr",33.5808188367046
"35-44 yr",36.0849057602071
"18-24 yr",19.2257092277255
"25-34 yr",38.6480222091354
"25-34 yr",50.6715687665916
"12-17 yr",20.0496541052068
"12-17 yr",12.0427324612694
"25-34 yr",38.4934422382543
"25-34 yr",46.9776227260085
"45+ yr",27.7913432318169
"18-24 yr",28.408281273948
"45+ yr",17.2634074263488
"12-17 yr",18.1142657104303
"25-34 yr",39.606343854021
"45+ yr",6.35815508903023
"18-24 yr",29.2005024998966
"25-34 yr",45.1350506653033
"18-24 yr",21.554802544297
"18-24 yr",22.1845837912275
"25-34 yr",38.9818079269635
"35-44 yr",33.2805615611996
"25-34 yr",45.5884391028598
"35-44 yr",30.0536946101473
"25-34 yr",47.3847041792305
"25-34 yr",31.103441881295
"25-34 yr",39.9265952113923
"35-44 yr",24.134545350289
"25-34 yr",44.5153639157434
"25-34 yr",41.9110417092405
"35-44 yr",36.8997518832791
"25-34 yr",38.2358042963641
"25-34 yr",43.6051927556151
"25-34 yr",43.5864273872764
"25-34 yr",38.9946466186287
"12-17 yr",17.5588040938154
"35-44 yr",31.1511038407903
"25-34 yr",39.7121829888206
"35-44 yr",31.0819082866926
"35-44 yr",31.1961603381303
"45+ yr",21.3471921601781
"25-34 yr",42.5334603165623
"12-17 yr",25.1153402333324
"18-24 yr",25.8306028575691
"25-34 yr",37.990619241111
"45+ yr",24.8772393370091
"35-44 yr",22.0270783904098
"45+ yr",14.20389626895
"45+ yr",24.5948719481181
"25-34 yr",39.8236952319506
"18-24 yr",31.2762777290484
"12-17 yr",31.7685733889716
"25-34 yr",37.6802889206291
"25-34 yr",40.3325535067214
"25-34 yr",46.0720926925934
"25-34 yr",34.0203657907499
"35-44 yr",29.6807089458425
"45+ yr",19.0822792497609
"35-44 yr",28.2937821483308
"25-34 yr",53.4742063246534
"25-34 yr",37.2516973538804
"25-34 yr",29.1397083128156
"25-34 yr",36.2280688245861
"12-17 yr",25.0931391233589
"25-34 yr",42.8977083260285
"18-24 yr",29.5758162424613
"18-24 yr",26.7734684333736
"45+ yr",27.9258032274927
"25-34 yr",41.5449036418439
"18-24 yr",23.3325154802827
"35-44 yr",25.8375443750452
"12-17 yr",22.2324219285435
"12-17 yr",21.2093079978071
"18-24 yr",19.2280510958572
"35-44 yr",28.3664715565218
"35-44 yr",18.2680614729343
"18-24 yr",26.3332479515137
"18-24 yr",28.0004520590676
"25-34 yr",27.0796383137944
"25-34 yr",45.9047599378041
"25-34 yr",44.0291469333188
"25-34 yr",29.2159672631387
"18-24 yr",21.5682969645708
"12-17 yr",24.1486365684036
"35-44 yr",43.4300082454933
"25-34 yr",33.4970388054523
"45+ yr",22.8252331296842
"18-24 yr",24.1417808545418
"18-24 yr",23.9766331639452
"35-44 yr",21.7802751539213
"25-34 yr",43.0908479728171
"25-34 yr",38.0857864875814
"25-34 yr",39.8385872159779
"45+ yr",14.7968648768953
"35-44 yr",34.8846109891506
"12-17 yr",21.7192971210101
"45+ yr",18.7314107183422
"25-34 yr",45.4373146925709
"25-34 yr",53.2574003207776
"45+ yr",22.8911814717911
"18-24 yr",21.3844480960858
"25-34 yr",36.3503077501795
"18-24 yr",16.8050538356182
"45+ yr",29.4197756819121
"35-44 yr",30.1999510534893
"18-24 yr",29.6301641056902
"25-34 yr",48.0684658842744
"18-24 yr",25.9356714256837
"25-34 yr",36.3885492492312
"35-44 yr",36.1915686798284
"12-17 yr",16.1718981816091
"45+ yr",17.8135368927959
"25-34 yr",42.2788168035119
"35-44 yr",36.5500215306091
"35-44 yr",38.5276596719886
"35-44 yr",23.8924846124093
"25-34 yr",45.9617109833487
"18-24 yr",23.492983223272
"35-44 yr",36.1429820334821
"18-24 yr",25.8808388532487
"25-34 yr",42.1489687553041
"45+ yr",15.8418249009717
"25-34 yr",45.3677631123038
"35-44 yr",30.5792875743754
"25-34 yr",30.2036868331231
"25-34 yr",35.8773037731095
"12-17 yr",21.9689586611972
"25-34 yr",38.1020325689379
"25-34 yr",33.729694211128
"25-34 yr",34.0281398608295
"25-34 yr",44.9516897097916
"18-24 yr",32.9612992264425
"25-34 yr",35.5543654859533
"25-34 yr",36.0842799357412
"25-34 yr",42.0615114357105
"12-17 yr",15.9946923680339
"35-44 yr",31.3787006666278
"35-44 yr",33.2863547898482
"25-34 yr",44.978327674044
"25-34 yr",35.283816732566
"25-34 yr",44.1170909778659
"12-17 yr",17.896056029048
"35-44 yr",28.9639271061887
"35-44 yr",31.7092471482193
"35-44 yr",33.5443831081823
"35-44 yr",17.2335406926172
"45+ yr",23.4460534646078
"35-44 yr",26.7045341289106
"35-44 yr",34.2009784661056
"12-17 yr",22.5644818289707
"35-44 yr",28.362463887087
"12-17 yr",28.8065705751479
"18-24 yr",36.0637199384359
"25-34 yr",43.7731308111855
"25-34 yr",33.3307150535236
"35-44 yr",36.6093463097452
"25-34 yr",38.7488812443871
"35-44 yr",29.8645805809142
"25-34 yr",41.8787411023664
"25-34 yr",37.6825465740773
"18-24 yr",26.4163894923407
"18-24 yr",15.1401395277433
"25-34 yr",37.7665106328271
"12-17 yr",21.3434112869212
"25-34 yr",46.6640740966679
"25-34 yr",38.2457407497756
"25-34 yr",43.8265182452447
"25-34 yr",43.5015163625604
"25-34 yr",38.1946058737577
"18-24 yr",24.3816238822231
"12-17 yr",30.8538011575581
"25-34 yr",45.0126272721075
"25-34 yr",43.0553346240579
"35-44 yr",29.6437463074079
"12-17 yr",17.8665842060102
"35-44 yr",29.8924702668152
"25-34 yr",35.5937714761947
"25-34 yr",39.9224467711389
"25-34 yr",43.2237348029216
"18-24 yr",23.1173538413517
"35-44 yr",36.6576765448718
"12-17 yr",17.7866913663081
"35-44 yr",22.2563434062353
